0.01,-1.1595000000000002,2.7803000000000004
0.02,-1.3091100000000004,2.5746840000000004
0.03,-1.4494353000000004,2.38226502
0.04,-1.5810429040000005,2.2022121156
0.05,-1.7044639388200007,2.0337468384679998
0.06,-1.8201959201316007,1.8761399203870397
0.07,-1.9287048753522686,1.7287081667586308
0.08,-2.0304273324437228,1.5908115463320038
0.09,-2.12577218308476,1.4618504647643262
0.1,-2.2151224281538235,1.3412632103999755
0.11,-2.2988368129553605,1.228523561390439
0.12,-2.377251359154436,1.1231385439635548
0.13,-2.4506807999441587,1.0246463322945616
0.14,-2.519419924558328,0.9326142810345006
0.15,-2.583744837855637,0.8466370821165021
0.16,-2.643914140340019,0.7663350379897905
0.17,-2.7001700336429084,0.6913524439271049
0.18,-2.752739356175693,0.6213560725157784
0.19,-2.8018345533632387,0.556033753877917
0.2,-2.847654586590767,0.4950930455728304
0.21,-2.890385784735316,0.4382599865168245
0.22,-2.9302026419085103,0.3852779296132936
0.23,-2.9672685648082604,0.33590644812127796
0.24,-3.0017365728624066,0.28992031110470584
0.25,-3.033749954146266,0.24710852359875235
0.26,-3.063442879867666,0.207273427405377
0.27,-3.0909409800366117,0.1702298586883239
0.28,-3.116361882771394,0.13580435877977512
0.29,-3.1398157195380967,0.1038344348374769
0.3,-3.1614055984753513,0.07416786720347253
0.31,-3.181228047820279,0.04666206051447594
0.32,-3.1993734313242053,0.02118343580025983
0.33,-3.2159263374274603,-0.0023931390190004096
0.34,-3.230965943850785,-0.024184882661944983
0.35000000000000003,-3.2445663591561957,-0.04430160031411668
0.36,-3.2567969427320524,-0.06284615188369047
0.37,-3.2677226045651886,-0.07991489067915267
0.38,-3.2774040860768827,-0.09559807437726386
0.39,-3.2858982232187883,-0.10998025003162422
0.4,-3.2932581929493954,-0.12314061476159839
0.41000000000000003,-3.2995337441408092,-0.13515335365778045
0.42,-3.3047714138993287,-0.1460879563431439
0.43,-3.3090147302211643,-0.15600951353811712
0.44,-3.3123044018464705,-0.16497899489266055
0.45,-3.314678496120302,-0.173053509268639
0.46,-3.316172605618073,-0.18028654858103726
0.47000000000000003,-3.316820004245202,-0.18672821623654537
0.48,-3.3166517934758266,-0.1924254411424392
0.49,-3.315697039353463,-0.19742217819722674
0.5,-3.313982900837136,-0.2017595961169555
0.51,-3.3115347500396597,-0.20547625339713996
0.52,-3.3083762848701994,-0.20860826315973674
0.53,-3.3045296345609145,-0.21118944758725713
0.54,-3.300015458527161,-0.21325148260175827
0.55,-3.2948530389823447,-0.2148240334049068
0.56,-3.289060367701923,-0.21593488145638676
0.5700000000000001,-3.2826542273061223,-0.2166100434314589
0.58,-3.2756502674076104,-0.21687388266431798
0.59,-3.268063075948471,-0.2167492135518918
0.6,-3.259906246030361,-0.2162573993627441
0.61,-3.2511924385225273,-0.2154184438676556
0.62,-3.2419334407143694,-0.21425107718214495
0.63,-3.232140221262406,-0.2127728361865385
0.64,-3.2218229816657034,-0.21100013986610486
0.65,-3.210991204489055,-0.20894835989213456
0.66,-3.199653698539339,-0.20663188674457567
0.67,-3.1878186411875036,-0.20406419165784875
0.68,-3.1754936180164863,-0.20125788465367436
0.6900000000000001,-3.162685659963967,-0.19822476890808202
0.7000000000000001,-3.149401278118203,-0.19497589168415597
0.71,-3.1356464963151773,-0.19152159204744706
0.72,-3.1214268816759567,-0.18787154556727753
0.73,-3.1067475732143524,-0.18403480619432766
0.74,-3.09161330863678,-0.18001984549286823
0.75,-3.076028449448504,-0.17583458939473526
0.76,-3.059997004473253,-0.1714864526315888
0.77,-3.043522651886406,-0.16698237099211008
0.78,-3.026608759855664,-0.16232883154152644
0.79,-3.0092584058771443,-0.15753190093217623
0.8,-2.9914743948893068,-0.15259725192569532
0.81,-2.9732592762419148,-0.1475301882397897
0.8200000000000001,-2.954615359592345,-0.14233566782542356
0.8300000000000001,-2.9355447297969968,-0.13701832467356734
0.84,-2.9160492608612887,-0.13158248924438756
0.85,-2.8961306290076823,-0.12603220760589331
0.86,-2.875790324917464,-0.1203712593635576
0.87,-2.855029665198461,-0.1146031744572832
0.88,-2.8338498031275816,-0.10873124889725796
0.89,-2.8122517387139947,-0.10275855950572571
0.9,-2.7902363281258484,-0.09668797772746485
0.91,-2.767804292520734,-0.09052218256780079
0.92,-2.744956226317551,-0.08426367271326207
0.93,-2.7216926049450634,-0.07791477788650922
0.9400000000000001,-2.6980137921001885,-0.07147766948390419
0.9500000000000001,-2.673920046546995,-0.06495437054103279
0.96,-2.6494115284854134,-0.058346765068630436
0.97,-2.6244883055168358,-0.051656606798680435
0.98,-2.59915035823207,-0.04488552737794117
0.99,-2.5733975854454934,-0.038035044043806
1.0,-2.547229809097758,-0.03110656681519451
